date,store_id,category,sub_category,item_id,is_weekend,is_holiday,units_sold,revenue,avg_price,footfall,promotion_discount_pct,promotion_type,holiday_type,weather_condition,temperature_c
2025-05-04,Store_4,Household,General,Hsh_Item_2,1,0,16.0,2762.72,172.67,343,0,no_promotion,no_holiday,Rainy,22.2
2025-05-05,Store_4,Household,General,Hsh_Item_2,0,0,18.0,2692.66,186.99,365,20,no_promotion,no_holiday,Sunny,19.4
2025-05-06,Store_4,Household,General,Hsh_Item_2,0,0,19.0,3187.63,167.77,432,0,no_promotion,no_holiday,Rainy,32.4
2025-05-07,Store_4,Household,General,Hsh_Item_2,0,0,25.0,3227.0,184.4,520,30,no_promotion,no_holiday,Rainy,22.6
2025-05-08,Store_4,Household,General,Hsh_Item_2,0,0,19.0,2897.94,169.47,364,10,BOGO,no_holiday,Cloudy,22.5
2025-05-09,Store_4,Household,General,Hsh_Item_2,0,0,29.0,3391.52,167.07,437,30,no_promotion,no_holiday,Rainy,15.6
2025-05-10,Store_4,Household,General,Hsh_Item_2,1,0,30.0,4099.68,170.82,382,20,BOGO,no_holiday,Sunny,29.9
2025-05-11,Store_4,Household,General,Hsh_Item_2,1,0,24.0,3771.14,174.59,400,10,BOGO,no_holiday,Sunny,38.4
2025-05-12,Store_4,Household,General,Hsh_Item_2,0,0,19.0,3066.03,179.3,370,10,no_promotion,no_holiday,Storm,31.9
2025-05-13,Store_4,Household,General,Hsh_Item_2,0,0,16.0,2934.24,183.39,325,0,no_promotion,no_holiday,Storm,25.5
2025-05-14,Store_4,Household,General,Hsh_Item_2,0,0,19.0,2410.91,126.89,374,0,no_promotion,no_holiday,Cloudy,32.4
2025-05-15,Store_4,Household,General,Hsh_Item_2,0,1,27.0,4545.99,168.37,473,0,no_promotion,no_holiday,Cloudy,39.2
2025-05-16,Store_4,Household,General,Hsh_Item_2,0,0,21.0,3661.56,174.36,350,0,no_promotion,no_holiday,Sunny,25.8
2025-05-17,Store_4,Household,General,Hsh_Item_2,1,0,28.0,3952.73,201.67,367,30,BOGO,no_holiday,Sunny,28.3
2025-05-18,Store_4,Household,General,Hsh_Item_2,1,0,24.0,3946.8,164.45,354,0,no_promotion,no_holiday,Sunny,24.0
2025-05-19,Store_4,Household,General,Hsh_Item_2,0,0,25.0,3646.8,182.34,394,20,Clearance,no_holiday,Storm,15.8
2025-05-20,Store_4,Household,General,Hsh_Item_2,0,0,22.0,3990.29,201.53,408,10,Clearance,no_holiday,Sunny,17.3
2025-05-21,Store_4,Household,General,Hsh_Item_2,0,0,16.0,2577.44,161.09,389,0,no_promotion,no_holiday,Rainy,22.8
2025-05-22,Store_4,Household,General,Hsh_Item_2,0,0,19.0,2822.18,185.67,364,20,BOGO,no_holiday,Rainy,31.9
2025-05-23,Store_4,Household,General,Hsh_Item_2,0,0,13.0,1751.88,168.45,324,20,BOGO,no_holiday,Cloudy,17.0
2025-05-24,Store_4,Household,General,Hsh_Item_2,1,0,22.0,2660.04,172.73,312,30,no_promotion,no_holiday,Cloudy,29.6
2025-05-25,Store_4,Household,General,Hsh_Item_2,1,0,27.0,4547.88,168.44,464,0,no_promotion,no_holiday,Rainy,36.1
2025-05-26,Store_4,Household,General,Hsh_Item_2,0,0,18.0,3050.28,169.46,385,0,no_promotion,no_holiday,Storm,18.1
2025-05-27,Store_4,Household,General,Hsh_Item_2,0,0,29.0,5085.44,219.2,463,20,Clearance,no_holiday,Cloudy,19.9
2025-05-28,Store_4,Household,General,Hsh_Item_2,0,0,20.0,3074.56,192.16,409,20,Discount,no_holiday,Sunny,33.6
2025-05-29,Store_4,Household,General,Hsh_Item_2,0,0,28.0,3839.05,195.87,513,30,Clearance,no_holiday,Storm,27.7
2025-05-30,Store_4,Household,General,Hsh_Item_2,0,0,21.0,3928.68,187.08,438,0,no_promotion,no_holiday,Sunny,33.8
2025-05-31,Store_4,Household,General,Hsh_Item_2,1,0,19.0,2086.37,156.87,386,30,no_promotion,no_holiday,Sunny,18.0
2025-06-01,Store_4,Household,General,Hsh_Item_2,1,0,22.0,4085.18,185.69,387,0,no_promotion,no_holiday,Sunny,34.9
2025-06-02,Store_4,Household,General,Hsh_Item_2,0,0,12.0,2345.4,195.45,418,0,no_promotion,no_holiday,Sunny,30.9
2025-06-03,Store_4,Household,General,Hsh_Item_2,0,1,28.0,4226.29,167.71,446,10,Discount,IndependenceDay,Storm,30.0
2025-06-04,Store_4,Household,General,Hsh_Item_2,0,0,20.0,2714.6,193.9,310,30,no_promotion,no_holiday,Storm,23.3
2025-06-05,Store_4,Household,General,Hsh_Item_2,0,0,27.0,4107.02,190.14,470,20,BOGO,no_holiday,Cloudy,15.0
2025-06-06,Store_4,Household,General,Hsh_Item_2,0,0,23.0,3327.39,206.67,445,30,no_promotion,no_holiday,Sunny,32.5
2025-06-07,Store_4,Household,General,Hsh_Item_2,1,0,18.0,3131.64,173.98,308,0,no_promotion,no_holiday,Sunny,39.9
2025-06-08,Store_4,Household,General,Hsh_Item_2,1,0,24.0,2758.39,164.19,418,30,Clearance,no_holiday,Rainy,25.4
2025-06-09,Store_4,Household,General,Hsh_Item_2,0,0,20.0,2796.64,174.79,381,20,Clearance,no_holiday,Storm,20.3
2025-06-10,Store_4,Household,General,Hsh_Item_2,0,0,28.0,5618.76,200.67,409,0,no_promotion,no_holiday,Cloudy,22.0
2025-06-11,Store_4,Household,General,Hsh_Item_2,0,0,29.0,3565.14,153.67,425,20,BOGO,no_holiday,Rainy,16.3
2025-06-12,Store_4,Household,General,Hsh_Item_2,0,0,20.0,3004.4,150.22,413,0,no_promotion,no_holiday,Rainy,17.2
2025-06-13,Store_4,Household,General,Hsh_Item_2,0,0,19.0,3444.51,181.29,387,0,no_promotion,no_holiday,Rainy,28.6
2025-06-14,Store_4,Household,General,Hsh_Item_2,1,0,22.0,2673.9,173.63,387,30,Discount,no_holiday,Cloudy,35.1
2025-06-15,Store_4,Household,General,Hsh_Item_2,1,0,19.0,3079.88,180.11,357,10,Clearance,no_holiday,Cloudy,19.8
2025-06-16,Store_4,Household,General,Hsh_Item_2,0,0,22.0,3833.48,193.61,409,10,BOGO,no_holiday,Storm,28.8
2025-06-17,Store_4,Household,General,Hsh_Item_2,0,0,24.0,2890.27,172.04,468,30,Clearance,no_holiday,Sunny,18.8
2025-06-18,Store_4,Household,General,Hsh_Item_2,0,0,24.0,3672.72,153.03,450,0,no_promotion,no_holiday,Storm,31.1
2025-06-19,Store_4,Household,General,Hsh_Item_2,0,0,27.0,4523.9,209.44,414,20,Clearance,no_holiday,Cloudy,33.1
2025-06-20,Store_4,Household,General,Hsh_Item_2,0,0,22.0,3279.67,165.64,416,10,no_promotion,no_holiday,Cloudy,32.2
2025-06-21,Store_4,Household,General,Hsh_Item_2,1,0,25.0,4118.75,164.75,421,0,no_promotion,no_holiday,Sunny,24.5
2025-06-22,Store_4,Household,General,Hsh_Item_2,1,0,16.0,2193.97,195.89,321,30,Clearance,no_holiday,Cloudy,38.9
2025-06-23,Store_4,Household,General,Hsh_Item_2,0,0,22.0,3454.31,174.46,400,10,no_promotion,no_holiday,Storm,37.9
2025-06-24,Store_4,Household,General,Hsh_Item_2,0,0,18.0,2901.26,179.09,441,10,Clearance,no_holiday,Storm,15.9
2025-06-25,Store_4,Household,General,Hsh_Item_2,0,0,22.0,4112.9,186.95,493,0,no_promotion,no_holiday,Rainy,18.8
2025-06-26,Store_4,Household,General,Hsh_Item_2,0,0,25.0,3423.0,195.6,390,30,BOGO,no_holiday,Sunny,25.8
2025-06-27,Store_4,Household,General,Hsh_Item_2,0,1,27.0,4730.4,175.2,357,0,no_promotion,IndependenceDay,Rainy,30.8
2025-06-28,Store_4,Household,General,Hsh_Item_2,1,0,23.0,4643.47,201.89,421,0,no_promotion,no_holiday,Sunny,25.5
2025-06-29,Store_4,Household,General,Hsh_Item_2,1,0,33.0,3447.44,149.24,519,30,Discount,no_holiday,Storm,15.8
2025-06-30,Store_4,Household,General,Hsh_Item_2,0,1,30.0,4582.56,190.94,462,20,Discount,no_holiday,Rainy,23.7
2025-07-01,Store_4,Household,General,Hsh_Item_2,0,0,16.0,2686.56,167.91,418,0,no_promotion,no_holiday,Rainy,23.1
2025-07-02,Store_4,Household,General,Hsh_Item_2,0,0,18.0,3236.11,199.76,405,10,Clearance,no_holiday,Sunny,23.5
2025-07-03,Store_4,Household,General,Hsh_Item_2,0,0,18.0,2293.83,182.05,426,30,Clearance,no_holiday,Rainy,25.4
2025-07-04,Store_4,Household,General,Hsh_Item_2,0,0,25.0,2980.42,170.31,407,30,no_promotion,no_holiday,Sunny,26.2
2025-07-05,Store_4,Household,General,Hsh_Item_2,1,0,35.0,4643.73,189.54,484,30,Clearance,no_holiday,Storm,36.2
2025-07-06,Store_4,Household,General,Hsh_Item_2,1,0,21.0,4050.06,192.86,322,0,no_promotion,no_holiday,Rainy,30.9
2025-07-07,Store_4,Household,General,Hsh_Item_2,0,0,20.0,3027.84,189.24,445,20,no_promotion,no_holiday,Rainy,18.5
2025-07-08,Store_4,Household,General,Hsh_Item_2,0,0,14.0,2081.14,165.17,342,10,BOGO,no_holiday,Cloudy,36.1
2025-07-09,Store_4,Household,General,Hsh_Item_2,0,0,21.0,2543.54,173.03,368,30,Discount,no_holiday,Cloudy,28.9
2025-07-10,Store_4,Household,General,Hsh_Item_2,0,1,33.0,4156.61,179.94,436,30,BOGO,Christmas,Storm,39.7
2025-07-11,Store_4,Household,General,Hsh_Item_2,0,0,19.0,3408.79,179.41,412,0,no_promotion,no_holiday,Storm,19.6
2025-07-12,Store_4,Household,General,Hsh_Item_2,1,0,25.0,4770.0,190.8,439,0,no_promotion,no_holiday,Rainy,27.3
2025-07-13,Store_4,Household,General,Hsh_Item_2,1,0,34.0,3593.56,150.99,399,30,Discount,no_holiday,Rainy,31.5
2025-07-14,Store_4,Household,General,Hsh_Item_2,0,0,19.0,3511.39,184.81,372,0,no_promotion,no_holiday,Rainy,21.4
2025-07-15,Store_4,Household,General,Hsh_Item_2,0,0,21.0,2953.78,175.82,305,20,no_promotion,no_holiday,Rainy,19.0
2025-07-16,Store_4,Household,General,Hsh_Item_2,0,0,20.0,3022.74,167.93,338,10,no_promotion,no_holiday,Cloudy,35.2
2025-07-17,Store_4,Household,General,Hsh_Item_2,0,0,28.0,3792.54,169.31,415,20,Clearance,no_holiday,Cloudy,36.1
2025-07-18,Store_4,Household,General,Hsh_Item_2,0,1,22.0,3502.82,176.91,387,10,Discount,Christmas,Rainy,28.6
2025-07-19,Store_4,Household,General,Hsh_Item_2,1,0,30.0,2690.94,128.14,411,30,no_promotion,no_holiday,Sunny,21.7
2025-07-20,Store_4,Household,General,Hsh_Item_2,1,0,22.0,2990.24,169.9,370,20,Clearance,no_holiday,Rainy,30.3
2025-07-21,Store_4,Household,General,Hsh_Item_2,0,0,17.0,2561.07,167.39,451,10,Clearance,no_holiday,Sunny,19.7
2025-07-22,Store_4,Household,General,Hsh_Item_2,0,0,22.0,4128.74,187.67,374,0,no_promotion,no_holiday,Storm,23.6
2025-07-23,Store_4,Household,General,Hsh_Item_2,0,0,23.0,3098.56,168.4,449,20,no_promotion,no_holiday,Rainy,29.1
2025-07-24,Store_4,Household,General,Hsh_Item_2,0,0,19.0,2688.88,176.9,420,20,no_promotion,no_holiday,Cloudy,23.4
2025-07-25,Store_4,Household,General,Hsh_Item_2,0,0,20.0,3639.78,202.21,431,10,Discount,no_holiday,Cloudy,33.1
2025-07-26,Store_4,Household,General,Hsh_Item_2,1,0,21.0,3672.65,194.32,381,10,BOGO,no_holiday,Rainy,25.1
2025-07-27,Store_4,Household,General,Hsh_Item_2,1,0,24.0,4631.76,192.99,447,0,no_promotion,no_holiday,Rainy,33.7
2025-07-28,Store_4,Household,General,Hsh_Item_2,0,0,23.0,3179.52,172.8,455,20,Clearance,no_holiday,Rainy,23.8
2025-07-29,Store_4,Household,General,Hsh_Item_2,0,0,18.0,3380.76,187.82,298,0,no_promotion,no_holiday,Sunny,24.7
2025-07-30,Store_4,Household,General,Hsh_Item_2,0,0,25.0,3091.02,176.63,490,30,Discount,no_holiday,Sunny,22.3
2025-07-31,Store_4,Household,General,Hsh_Item_2,0,1,30.0,4783.86,177.18,348,10,BOGO,IndependenceDay,Rainy,32.3
2025-08-01,Store_4,Household,General,Hsh_Item_2,0,0,22.0,3680.82,185.9,394,10,Clearance,no_holiday,Rainy,16.9
2025-08-02,Store_4,Household,General,Hsh_Item_2,1,0,24.0,3702.24,171.4,365,10,BOGO,no_holiday,Storm,19.7
2025-08-03,Store_4,Household,General,Hsh_Item_2,1,0,25.0,5037.5,201.5,373,0,no_promotion,no_holiday,Rainy,29.0
2025-08-04,Store_4,Household,General,Hsh_Item_2,0,0,22.0,3909.18,177.69,457,0,no_promotion,no_holiday,Cloudy,25.9
2025-08-05,Store_4,Household,General,Hsh_Item_2,0,1,39.0,5156.97,188.9,438,30,Clearance,NewYear,Cloudy,39.2
2025-08-06,Store_4,Household,General,Hsh_Item_2,0,0,22.0,3536.9,200.96,389,20,Clearance,no_holiday,Sunny,16.8
2025-08-07,Store_4,Household,General,Hsh_Item_2,0,0,18.0,2455.24,194.86,428,30,Clearance,no_holiday,Cloudy,29.8
2025-08-08,Store_4,Household,General,Hsh_Item_2,0,0,24.0,2683.13,159.71,414,30,Discount,no_holiday,Storm,22.7
2025-08-09,Store_4,Household,General,Hsh_Item_2,1,0,32.0,4175.58,186.41,420,30,Clearance,no_holiday,Sunny,29.2
2025-08-10,Store_4,Household,General,Hsh_Item_2,1,0,23.0,3095.22,192.25,356,30,Clearance,no_holiday,Storm,28.2
2025-08-11,Store_4,Household,General,Hsh_Item_2,0,0,27.0,3644.68,192.84,478,30,no_promotion,no_holiday,Sunny,38.1
2025-08-12,Store_4,Household,General,Hsh_Item_2,0,0,23.0,3017.05,163.97,474,20,Clearance,no_holiday,Storm,39.0
2025-08-13,Store_4,Household,General,Hsh_Item_2,0,0,13.0,2217.02,170.54,346,0,no_promotion,no_holiday,Storm,27.7
2025-08-14,Store_4,Household,General,Hsh_Item_2,0,0,13.0,2526.16,194.32,353,0,no_promotion,no_holiday,Cloudy,19.3
2025-08-15,Store_4,Household,General,Hsh_Item_2,0,0,18.0,2434.03,169.03,445,20,BOGO,no_holiday,Cloudy,22.7
2025-08-16,Store_4,Household,General,Hsh_Item_2,1,0,24.0,3794.69,175.68,352,10,Clearance,no_holiday,Cloudy,16.0
2025-08-17,Store_4,Household,General,Hsh_Item_2,1,0,15.0,3040.35,202.69,413,0,no_promotion,no_holiday,Sunny,16.3
2025-08-18,Store_4,Household,General,Hsh_Item_2,0,0,19.0,3066.2,179.31,426,10,BOGO,no_holiday,Cloudy,25.0
2025-08-19,Store_4,Household,General,Hsh_Item_2,0,0,17.0,2305.61,169.53,371,20,no_promotion,no_holiday,Storm,29.4
2025-08-20,Store_4,Household,General,Hsh_Item_2,0,0,21.0,2811.65,167.36,414,20,BOGO,no_holiday,Sunny,23.9
2025-08-21,Store_4,Household,General,Hsh_Item_2,0,0,13.0,2402.27,184.79,366,0,no_promotion,no_holiday,Cloudy,39.8
2025-08-22,Store_4,Household,General,Hsh_Item_2,0,0,25.0,2814.0,160.8,417,30,BOGO,no_holiday,Cloudy,23.8
2025-08-23,Store_4,Household,General,Hsh_Item_2,1,0,21.0,3705.24,176.44,438,0,no_promotion,no_holiday,Storm,39.2
2025-08-24,Store_4,Household,General,Hsh_Item_2,1,0,25.0,4158.0,184.8,344,10,BOGO,no_holiday,Storm,18.1
2025-08-25,Store_4,Household,General,Hsh_Item_2,0,0,20.0,3576.78,198.71,432,10,no_promotion,no_holiday,Sunny,27.8
2025-08-26,Store_4,Household,General,Hsh_Item_2,0,0,22.0,2919.99,189.61,395,30,no_promotion,no_holiday,Storm,17.1
2025-08-27,Store_4,Household,General,Hsh_Item_2,0,1,29.0,3937.5,169.72,401,20,BOGO,NewYear,Sunny,21.8
2025-08-28,Store_4,Household,General,Hsh_Item_2,0,0,21.0,4136.37,196.97,431,0,no_promotion,no_holiday,Sunny,23.1
2025-08-29,Store_4,Household,General,Hsh_Item_2,0,0,17.0,2389.38,175.69,324,20,BOGO,no_holiday,Cloudy,30.3
2025-08-30,Store_4,Household,General,Hsh_Item_2,1,0,26.0,4217.46,162.21,469,0,no_promotion,no_holiday,Cloudy,18.2
2025-08-31,Store_4,Household,General,Hsh_Item_2,1,0,22.0,3905.44,177.52,353,0,no_promotion,no_holiday,Rainy,33.6
2025-09-01,Store_4,Household,General,Hsh_Item_2,0,0,22.0,3090.93,200.71,363,30,no_promotion,no_holiday,Sunny,33.8
2025-09-02,Store_4,Household,General,Hsh_Item_2,0,0,25.0,3191.65,182.38,507,30,BOGO,no_holiday,Rainy,23.5
2025-09-03,Store_4,Household,General,Hsh_Item_2,0,0,21.0,3783.78,180.18,422,0,no_promotion,no_holiday,Cloudy,20.1
2025-09-04,Store_4,Household,General,Hsh_Item_2,0,0,25.0,4071.6,203.58,403,20,Discount,no_holiday,Storm,30.1
2025-09-05,Store_4,Household,General,Hsh_Item_2,0,0,18.0,2582.12,159.39,333,10,no_promotion,no_holiday,Sunny,32.2
2025-09-06,Store_4,Household,General,Hsh_Item_2,1,0,30.0,3391.29,161.49,393,30,no_promotion,no_holiday,Storm,35.6
2025-09-07,Store_4,Household,General,Hsh_Item_2,1,0,23.0,3604.79,156.73,379,0,no_promotion,no_holiday,Sunny,24.1
2025-09-08,Store_4,Household,General,Hsh_Item_2,0,0,17.0,2836.16,185.37,389,10,BOGO,no_holiday,Cloudy,28.9
2025-09-09,Store_4,Household,General,Hsh_Item_2,0,1,24.0,3502.08,182.4,378,20,Discount,no_holiday,Rainy,38.8
2025-09-10,Store_4,Household,General,Hsh_Item_2,0,0,24.0,4367.95,202.22,455,10,BOGO,no_holiday,Sunny,35.5
2025-09-11,Store_4,Household,General,Hsh_Item_2,0,0,20.0,3670.2,183.51,373,0,no_promotion,no_holiday,Sunny,30.4
2025-09-12,Store_4,Household,General,Hsh_Item_2,0,0,29.0,5051.22,174.18,431,0,no_promotion,no_holiday,Storm,34.5
2025-09-13,Store_4,Household,General,Hsh_Item_2,1,0,29.0,5220.87,180.03,425,0,no_promotion,no_holiday,Sunny,39.0
2025-09-14,Store_4,Household,General,Hsh_Item_2,1,1,19.0,3106.9,181.69,288,10,Clearance,NewYear,Storm,18.4
2025-09-15,Store_4,Household,General,Hsh_Item_2,0,0,15.0,2338.95,155.93,352,0,no_promotion,no_holiday,Rainy,32.9
2025-09-16,Store_4,Household,General,Hsh_Item_2,0,0,29.0,5716.68,219.03,437,10,BOGO,no_holiday,Cloudy,35.5
2025-09-17,Store_4,Household,General,Hsh_Item_2,0,0,24.0,3149.83,187.49,441,30,Discount,no_holiday,Sunny,23.2
2025-09-18,Store_4,Household,General,Hsh_Item_2,0,0,24.0,4392.48,183.02,507,0,no_promotion,no_holiday,Cloudy,36.9
2025-09-19,Store_4,Household,General,Hsh_Item_2,0,0,18.0,2379.64,188.86,379,30,Discount,no_holiday,Rainy,25.2
2025-09-20,Store_4,Household,General,Hsh_Item_2,1,0,33.0,5649.53,190.22,430,10,Clearance,no_holiday,Rainy,18.6
2025-09-21,Store_4,Household,General,Hsh_Item_2,1,0,32.0,4556.29,177.98,462,20,Clearance,no_holiday,Sunny,38.7
2025-09-22,Store_4,Household,General,Hsh_Item_2,0,0,22.0,3008.02,170.91,471,20,Clearance,no_holiday,Rainy,21.9
2025-09-23,Store_4,Household,General,Hsh_Item_2,0,0,14.0,2112.66,188.63,304,20,Discount,no_holiday,Sunny,36.1
2025-09-24,Store_4,Household,General,Hsh_Item_2,0,0,22.0,4082.1,185.55,451,0,no_promotion,no_holiday,Rainy,26.3
2025-09-25,Store_4,Household,General,Hsh_Item_2,0,0,25.0,2945.95,168.34,441,30,Discount,no_holiday,Sunny,22.4
2025-09-26,Store_4,Household,General,Hsh_Item_2,0,0,22.0,4409.46,200.43,419,0,no_promotion,no_holiday,Storm,21.0
2025-09-27,Store_4,Household,General,Hsh_Item_2,1,0,24.0,4421.28,184.22,375,0,no_promotion,no_holiday,Cloudy,27.7
2025-09-28,Store_4,Household,General,Hsh_Item_2,1,0,19.0,2895.75,190.51,298,20,Clearance,no_holiday,Rainy,22.1
2025-09-29,Store_4,Household,General,Hsh_Item_2,0,0,15.0,3000.6,200.04,354,0,no_promotion,no_holiday,Cloudy,25.0
2025-09-30,Store_4,Household,General,Hsh_Item_2,0,1,21.0,2650.7,180.32,292,30,no_promotion,NewYear,Cloudy,16.5
2025-10-01,Store_4,Household,General,Hsh_Item_2,0,0,21.0,3488.18,184.56,447,10,no_promotion,no_holiday,Storm,29.8
2025-10-02,Store_4,Household,General,Hsh_Item_2,0,0,19.0,2913.23,191.66,366,20,Discount,no_holiday,Storm,20.1
2025-10-03,Store_4,Household,General,Hsh_Item_2,0,0,15.0,2543.4,169.56,324,0,no_promotion,no_holiday,Storm,22.1
2025-10-04,Store_4,Household,General,Hsh_Item_2,1,0,24.0,3037.1,180.78,409,30,no_promotion,no_holiday,Storm,39.1
2025-10-05,Store_4,Household,General,Hsh_Item_2,1,0,25.0,4545.25,181.81,389,0,no_promotion,no_holiday,Cloudy,35.0
2025-10-06,Store_4,Household,General,Hsh_Item_2,0,0,18.0,2692.93,166.23,385,10,Clearance,no_holiday,Rainy,20.1
2025-10-07,Store_4,Household,General,Hsh_Item_2,0,0,19.0,3648.63,213.37,434,10,BOGO,no_holiday,Storm,32.3
2025-10-08,Store_4,Household,General,Hsh_Item_2,0,1,27.0,4312.71,159.73,431,0,no_promotion,NewYear,Cloudy,28.8
2025-10-09,Store_4,Household,General,Hsh_Item_2,0,0,18.0,2903.58,161.31,357,0,no_promotion,no_holiday,Sunny,18.5
2025-10-10,Store_4,Household,General,Hsh_Item_2,0,0,22.0,3938.62,198.92,424,10,Clearance,no_holiday,Cloudy,22.3
2025-10-11,Store_4,Household,General,Hsh_Item_2,1,0,23.0,3938.59,190.27,343,10,no_promotion,no_holiday,Cloudy,25.4
2025-10-12,Store_4,Household,General,Hsh_Item_2,1,0,27.0,4015.09,165.23,377,10,BOGO,no_holiday,Cloudy,34.9
2025-10-13,Store_4,Household,General,Hsh_Item_2,0,0,28.0,3699.3,188.74,418,30,BOGO,no_holiday,Cloudy,17.4
2025-10-14,Store_4,Household,General,Hsh_Item_2,0,0,17.0,2393.57,201.14,289,30,Clearance,no_holiday,Rainy,23.0
2025-10-15,Store_4,Household,General,Hsh_Item_2,0,0,13.0,2334.28,179.56,322,0,no_promotion,no_holiday,Sunny,35.5
2025-10-16,Store_4,Household,General,Hsh_Item_2,0,0,16.0,3478.72,217.42,344,0,no_promotion,no_holiday,Cloudy,39.1
2025-10-17,Store_4,Household,General,Hsh_Item_2,0,0,15.0,1629.28,155.17,314,30,BOGO,no_holiday,Storm,20.2
2025-10-18,Store_4,Household,General,Hsh_Item_2,1,0,29.0,4958.74,189.99,371,10,Discount,no_holiday,Sunny,34.7
2025-10-19,Store_4,Household,General,Hsh_Item_2,1,0,46.0,6336.96,196.8,520,30,no_promotion,no_holiday,Storm,20.5
2025-10-20,Store_4,Household,General,Hsh_Item_2,0,0,31.0,4184.63,192.84,500,30,Discount,no_holiday,Storm,37.7
2025-10-21,Store_4,Household,General,Hsh_Item_2,0,0,22.0,3505.79,177.06,381,10,no_promotion,no_holiday,Cloudy,35.4
2025-10-22,Store_4,Household,General,Hsh_Item_2,0,0,16.0,2813.12,175.82,330,0,no_promotion,no_holiday,Cloudy,20.6
2025-10-23,Store_4,Household,General,Hsh_Item_2,0,0,22.0,4100.8,186.4,436,0,no_promotion,no_holiday,Sunny,34.4
2025-10-24,Store_4,Household,General,Hsh_Item_2,0,0,18.0,2761.2,191.75,435,20,Discount,no_holiday,Rainy,34.9
2025-10-25,Store_4,Household,General,Hsh_Item_2,1,0,21.0,3962.28,188.68,367,0,no_promotion,no_holiday,Sunny,24.1
2025-10-26,Store_4,Household,General,Hsh_Item_2,1,0,23.0,3587.63,194.98,404,20,Clearance,no_holiday,Storm,20.4
2025-10-27,Store_4,Household,General,Hsh_Item_2,0,0,18.0,2975.94,165.33,360,0,no_promotion,no_holiday,Rainy,36.0
2025-10-28,Store_4,Household,General,Hsh_Item_2,0,0,19.0,2350.38,176.72,340,30,Clearance,no_holiday,Sunny,27.7
2025-10-29,Store_4,Household,General,Hsh_Item_2,0,0,35.0,4078.27,166.46,486,30,Discount,no_holiday,Sunny,20.8
2025-10-30,Store_4,Household,General,Hsh_Item_2,0,0,22.0,3837.68,174.44,409,0,no_promotion,no_holiday,Cloudy,37.6
2025-10-31,Store_4,Household,General,Hsh_Item_2,0,0,19.0,2958.22,194.62,335,20,Clearance,no_holiday,Sunny,31.5
2025-11-01,Store_4,Household,General,Hsh_Item_2,1,0,26.0,4248.27,181.55,442,10,no_promotion,no_holiday,Rainy,28.8
2025-11-02,Store_4,Household,General,Hsh_Item_2,1,0,32.0,5569.02,217.54,392,20,no_promotion,no_holiday,Rainy,20.1
2025-11-03,Store_4,Household,General,Hsh_Item_2,0,0,18.0,2961.2,182.79,366,10,no_promotion,no_holiday,Sunny,16.8
2025-11-04,Store_4,Household,General,Hsh_Item_2,0,0,26.0,3761.89,180.86,472,20,BOGO,no_holiday,Cloudy,16.0
2025-11-05,Store_4,Household,General,Hsh_Item_2,0,0,23.0,4175.19,181.53,477,0,no_promotion,no_holiday,Sunny,27.1
2025-11-06,Store_4,Household,General,Hsh_Item_2,0,1,28.0,3348.07,170.82,393,30,no_promotion,NewYear,Sunny,28.0
2025-11-07,Store_4,Household,General,Hsh_Item_2,0,0,17.0,3045.89,179.17,352,0,no_promotion,no_holiday,Rainy,30.7
2025-11-08,Store_4,Household,General,Hsh_Item_2,1,0,21.0,2884.73,196.24,439,30,no_promotion,no_holiday,Cloudy,19.2
2025-11-09,Store_4,Household,General,Hsh_Item_2,1,0,18.0,2942.57,181.64,374,10,Clearance,no_holiday,Cloudy,39.8
2025-11-10,Store_4,Household,General,Hsh_Item_2,0,0,19.0,3202.83,168.57,384,0,no_promotion,no_holiday,Sunny,16.2
2025-11-11,Store_4,Household,General,Hsh_Item_2,0,0,25.0,4167.0,166.68,426,0,no_promotion,no_holiday,Cloudy,17.5
2025-11-12,Store_4,Household,General,Hsh_Item_2,0,0,19.0,3296.88,173.52,389,0,no_promotion,no_holiday,Cloudy,39.6
2025-11-13,Store_4,Household,General,Hsh_Item_2,0,0,14.0,2534.84,181.06,337,0,no_promotion,no_holiday,Storm,25.0
2025-11-14,Store_4,Household,General,Hsh_Item_2,0,0,18.0,3194.48,197.19,465,10,Clearance,no_holiday,Rainy,22.7
2025-11-15,Store_4,Household,General,Hsh_Item_2,1,0,33.0,4772.79,160.7,469,10,no_promotion,no_holiday,Cloudy,22.3
2025-11-16,Store_4,Household,General,Hsh_Item_2,1,0,23.0,3227.18,175.39,383,20,Discount,no_holiday,Rainy,26.8
2025-11-17,Store_4,Household,General,Hsh_Item_2,0,0,25.0,4096.8,182.08,448,10,BOGO,no_holiday,Sunny,20.0
2025-11-18,Store_4,Household,General,Hsh_Item_2,0,0,23.0,2826.06,153.59,410,20,BOGO,no_holiday,Rainy,18.8
2025-11-19,Store_4,Household,General,Hsh_Item_2,0,0,20.0,3024.0,168.0,371,10,BOGO,no_holiday,Storm,29.6
2025-11-20,Store_4,Household,General,Hsh_Item_2,0,0,23.0,2740.38,170.21,412,30,Discount,no_holiday,Cloudy,26.4
2025-11-21,Store_4,Household,General,Hsh_Item_2,0,0,23.0,3488.78,168.54,429,10,no_promotion,no_holiday,Storm,38.0
2025-11-22,Store_4,Household,General,Hsh_Item_2,1,1,28.0,5117.28,182.76,370,0,no_promotion,no_holiday,Rainy,31.4
